user_id,event_type,timestamp
051b167b-c30d-4155-a35a-6093f480ea88,checkout_start,2025-04-16 07:50:35
051b167b-c30d-4155-a35a-6093f480ea88,checkout_start,2025-04-15 12:33:35
051b167b-c30d-4155-a35a-6093f480ea88,logout,2025-04-16 13:08:35
051b167b-c30d-4155-a35a-6093f480ea88,logout,2025-04-17 05:44:35
051b167b-c30d-4155-a35a-6093f480ea88,checkout_start,2025-04-17 19:54:35
051b167b-c30d-4155-a35a-6093f480ea88,payment_success,2025-04-17 11:32:35
051b167b-c30d-4155-a35a-6093f480ea88,logout,2025-04-18 10:41:35
051b167b-c30d-4155-a35a-6093f480ea88,feature_click,2025-04-17 19:55:35
051b167b-c30d-4155-a35a-6093f480ea88,logout,2025-04-18 03:38:35
051b167b-c30d-4155-a35a-6093f480ea88,payment_success,2025-04-18 14:54:35
051b167b-c30d-4155-a35a-6093f480ea88,logout,2025-04-19 00:27:35
051b167b-c30d-4155-a35a-6093f480ea88,trial_extension,2025-04-18 12:07:35
051b167b-c30d-4155-a35a-6093f480ea88,logout,2025-04-19 13:51:35
051b167b-c30d-4155-a35a-6093f480ea88,payment_success,2025-04-20 00:32:35
051b167b-c30d-4155-a35a-6093f480ea88,feature_click,2025-04-19 21:49:35
051b167b-c30d-4155-a35a-6093f480ea88,logout,2025-04-19 14:57:35
051b167b-c30d-4155-a35a-6093f480ea88,login,2025-04-19 19:10:35
051b167b-c30d-4155-a35a-6093f480ea88,logout,2025-04-20 15:09:35
051b167b-c30d-4155-a35a-6093f480ea88,checkout_start,2025-04-21 02:41:35
051b167b-c30d-4155-a35a-6093f480ea88,feature_click,2025-04-21 02:48:35
051b167b-c30d-4155-a35a-6093f480ea88,trial_extension,2025-04-21 02:03:35
051b167b-c30d-4155-a35a-6093f480ea88,login,2025-04-20 15:58:35
051b167b-c30d-4155-a35a-6093f480ea88,trial_extension,2025-04-21 11:26:35
051b167b-c30d-4155-a35a-6093f480ea88,trial_extension,2025-04-21 13:53:35
051b167b-c30d-4155-a35a-6093f480ea88,trial_extension,2025-04-21 18:59:35
051b167b-c30d-4155-a35a-6093f480ea88,checkout_start,2025-04-22 01:49:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,login,2025-04-08 19:28:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,payment_success,2025-04-08 22:24:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,logout,2025-04-08 13:59:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,feature_click,2025-04-09 07:10:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,trial_extension,2025-04-10 10:50:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,logout,2025-04-10 10:31:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,feature_click,2025-04-10 22:46:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,payment_success,2025-04-10 17:39:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,logout,2025-04-10 22:56:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,feature_click,2025-04-11 01:50:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,checkout_start,2025-04-11 04:25:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,login,2025-04-11 00:12:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,feature_click,2025-04-11 21:34:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,trial_extension,2025-04-11 20:13:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,feature_click,2025-04-11 14:46:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,checkout_start,2025-04-12 17:01:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,feature_click,2025-04-13 10:38:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,feature_click,2025-04-13 21:43:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,trial_extension,2025-04-13 22:49:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,login,2025-04-13 20:34:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,trial_extension,2025-04-14 11:05:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,logout,2025-04-15 01:33:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,payment_success,2025-04-15 10:22:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,trial_extension,2025-04-15 03:06:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,payment_success,2025-04-14 22:44:35
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,logout,2025-04-15 09:05:35
4386cf87-24eb-4448-a2bb-265a39c9261a,logout,2025-04-11 13:56:35
4386cf87-24eb-4448-a2bb-265a39c9261a,checkout_start,2025-04-12 11:08:35
4386cf87-24eb-4448-a2bb-265a39c9261a,trial_extension,2025-04-12 19:10:35
4386cf87-24eb-4448-a2bb-265a39c9261a,payment_success,2025-04-12 23:00:35
4386cf87-24eb-4448-a2bb-265a39c9261a,feature_click,2025-04-13 02:12:35
4386cf87-24eb-4448-a2bb-265a39c9261a,feature_click,2025-04-14 06:23:35
4386cf87-24eb-4448-a2bb-265a39c9261a,checkout_start,2025-04-13 19:53:35
4386cf87-24eb-4448-a2bb-265a39c9261a,logout,2025-04-14 01:11:35
4386cf87-24eb-4448-a2bb-265a39c9261a,logout,2025-04-14 06:23:35
4386cf87-24eb-4448-a2bb-265a39c9261a,checkout_start,2025-04-15 06:24:35
4386cf87-24eb-4448-a2bb-265a39c9261a,payment_success,2025-04-14 16:54:35
4386cf87-24eb-4448-a2bb-265a39c9261a,trial_extension,2025-04-15 17:19:35
4386cf87-24eb-4448-a2bb-265a39c9261a,feature_click,2025-04-16 03:28:35
4386cf87-24eb-4448-a2bb-265a39c9261a,checkout_start,2025-04-15 11:57:35
4386cf87-24eb-4448-a2bb-265a39c9261a,feature_click,2025-04-15 21:35:35
4386cf87-24eb-4448-a2bb-265a39c9261a,checkout_start,2025-04-16 05:43:35
4386cf87-24eb-4448-a2bb-265a39c9261a,trial_extension,2025-04-17 07:42:35
4386cf87-24eb-4448-a2bb-265a39c9261a,login,2025-04-17 00:55:35
4386cf87-24eb-4448-a2bb-265a39c9261a,feature_click,2025-04-16 13:22:35
4386cf87-24eb-4448-a2bb-265a39c9261a,feature_click,2025-04-16 14:15:35
4386cf87-24eb-4448-a2bb-265a39c9261a,login,2025-04-17 01:39:35
4386cf87-24eb-4448-a2bb-265a39c9261a,checkout_start,2025-04-17 06:35:35
4386cf87-24eb-4448-a2bb-265a39c9261a,checkout_start,2025-04-17 22:34:35
4386cf87-24eb-4448-a2bb-265a39c9261a,feature_click,2025-04-18 04:56:35
4386cf87-24eb-4448-a2bb-265a39c9261a,login,2025-04-17 20:42:35
4386cf87-24eb-4448-a2bb-265a39c9261a,login,2025-04-17 12:04:35
b70b565f-8283-4135-928a-8efee2006d33,logout,2025-04-16 07:17:35
b70b565f-8283-4135-928a-8efee2006d33,checkout_start,2025-04-16 09:27:35
b70b565f-8283-4135-928a-8efee2006d33,checkout_start,2025-04-16 03:36:35
b70b565f-8283-4135-928a-8efee2006d33,logout,2025-04-16 21:08:35
b70b565f-8283-4135-928a-8efee2006d33,logout,2025-04-17 01:09:35
b70b565f-8283-4135-928a-8efee2006d33,payment_success,2025-04-16 17:36:35
b70b565f-8283-4135-928a-8efee2006d33,trial_extension,2025-04-17 05:51:35
b70b565f-8283-4135-928a-8efee2006d33,trial_extension,2025-04-17 11:14:35
b70b565f-8283-4135-928a-8efee2006d33,payment_success,2025-04-16 16:12:35
b70b565f-8283-4135-928a-8efee2006d33,feature_click,2025-04-17 12:19:35
b70b565f-8283-4135-928a-8efee2006d33,login,2025-04-17 18:32:35
b70b565f-8283-4135-928a-8efee2006d33,feature_click,2025-04-18 08:39:35
b70b565f-8283-4135-928a-8efee2006d33,payment_success,2025-04-19 05:51:35
b70b565f-8283-4135-928a-8efee2006d33,trial_extension,2025-04-19 00:42:35
b70b565f-8283-4135-928a-8efee2006d33,logout,2025-04-19 17:56:35
b70b565f-8283-4135-928a-8efee2006d33,logout,2025-04-20 04:09:35
b70b565f-8283-4135-928a-8efee2006d33,payment_success,2025-04-20 05:30:35
b70b565f-8283-4135-928a-8efee2006d33,payment_success,2025-04-20 15:15:35
b70b565f-8283-4135-928a-8efee2006d33,payment_success,2025-04-20 19:30:35
b70b565f-8283-4135-928a-8efee2006d33,payment_success,2025-04-21 18:05:35
b70b565f-8283-4135-928a-8efee2006d33,login,2025-04-22 05:23:35
b70b565f-8283-4135-928a-8efee2006d33,payment_success,2025-04-21 16:09:35
b70b565f-8283-4135-928a-8efee2006d33,checkout_start,2025-04-22 03:31:35
b70b565f-8283-4135-928a-8efee2006d33,payment_success,2025-04-22 09:51:35
87eed6d8-591b-4806-9457-501bc90ef72f,trial_extension,2025-04-17 23:10:35
87eed6d8-591b-4806-9457-501bc90ef72f,login,2025-04-17 16:56:35
87eed6d8-591b-4806-9457-501bc90ef72f,payment_success,2025-04-18 06:40:35
87eed6d8-591b-4806-9457-501bc90ef72f,checkout_start,2025-04-18 00:33:35
87eed6d8-591b-4806-9457-501bc90ef72f,logout,2025-04-18 02:18:35
87eed6d8-591b-4806-9457-501bc90ef72f,payment_success,2025-04-19 07:19:35
87eed6d8-591b-4806-9457-501bc90ef72f,checkout_start,2025-04-18 22:25:35
87eed6d8-591b-4806-9457-501bc90ef72f,checkout_start,2025-04-19 04:47:35
87eed6d8-591b-4806-9457-501bc90ef72f,checkout_start,2025-04-19 05:01:35
87eed6d8-591b-4806-9457-501bc90ef72f,trial_extension,2025-04-19 06:11:35
87eed6d8-591b-4806-9457-501bc90ef72f,logout,2025-04-19 22:30:35
87eed6d8-591b-4806-9457-501bc90ef72f,login,2025-04-19 16:42:35
87eed6d8-591b-4806-9457-501bc90ef72f,payment_success,2025-04-21 01:07:35
87eed6d8-591b-4806-9457-501bc90ef72f,login,2025-04-21 01:32:35
87eed6d8-591b-4806-9457-501bc90ef72f,checkout_start,2025-04-21 10:43:35
87eed6d8-591b-4806-9457-501bc90ef72f,login,2025-04-22 04:35:35
87eed6d8-591b-4806-9457-501bc90ef72f,login,2025-04-21 14:58:35
87eed6d8-591b-4806-9457-501bc90ef72f,login,2025-04-22 02:40:35
87eed6d8-591b-4806-9457-501bc90ef72f,feature_click,2025-04-22 01:53:35
87eed6d8-591b-4806-9457-501bc90ef72f,login,2025-04-23 07:24:35
87eed6d8-591b-4806-9457-501bc90ef72f,logout,2025-04-23 07:47:35
87eed6d8-591b-4806-9457-501bc90ef72f,checkout_start,2025-04-22 20:14:35
87eed6d8-591b-4806-9457-501bc90ef72f,trial_extension,2025-04-23 04:17:35
87eed6d8-591b-4806-9457-501bc90ef72f,feature_click,2025-04-24 02:54:35
87eed6d8-591b-4806-9457-501bc90ef72f,checkout_start,2025-04-24 08:32:35
87eed6d8-591b-4806-9457-501bc90ef72f,trial_extension,2025-04-23 23:12:35
87eed6d8-591b-4806-9457-501bc90ef72f,logout,2025-04-24 06:31:35
87eed6d8-591b-4806-9457-501bc90ef72f,login,2025-04-24 02:39:35
87eed6d8-591b-4806-9457-501bc90ef72f,payment_success,2025-04-24 03:41:35
ff648fe2-81bb-4241-b775-d2b9651f81ac,trial_extension,2025-04-09 20:30:35
ff648fe2-81bb-4241-b775-d2b9651f81ac,payment_success,2025-04-09 16:59:35
ff648fe2-81bb-4241-b775-d2b9651f81ac,trial_extension,2025-04-09 23:26:35
ff648fe2-81bb-4241-b775-d2b9651f81ac,logout,2025-04-10 10:39:35
ff648fe2-81bb-4241-b775-d2b9651f81ac,trial_extension,2025-04-10 07:28:35
ff648fe2-81bb-4241-b775-d2b9651f81ac,login,2025-04-09 20:02:35
ff648fe2-81bb-4241-b775-d2b9651f81ac,trial_extension,2025-04-11 05:23:35
